activemq	batch_read_function	connection_check_function	error_handle_function	stream_read_function	timestamp_to_stream_offset_function	write_record_function
aliyun-adb-mysql	after_initial_sync_function	alter_field_attributes_function	alter_field_name_function	batch_count_function	batch_read_function	clear_table_function	count_by_partition_filter_function	create_constraint_function	create_index_function	create_table_v2_function	drop_constraint_function	drop_field_function	drop_table_function	error_handle_function	execute_command_function	execute_command_v2_function	export_event_sql_function	get_table_info_function	get_table_names_function	new_field_function	query_by_advance_filter_function	query_constraints_function	query_hash_by_advance_filter_function	query_indexes_function	run_raw_command_function	stream_read_multi_connection_function	transaction_begin_function	transaction_commit_function	transaction_rollback_function	write_record_function
aliyun-adb-postgres	after_initial_sync_function	alter_field_attributes_function	alter_field_name_function	batch_count_function	batch_read_function	clear_table_function	count_by_partition_filter_function	count_raw_command_function	create_constraint_function	create_index_function	create_table_v2_function	delete_index_function	drop_constraint_function	drop_field_function	drop_table_function	error_handle_function	execute_command_function	execute_command_v2_function	export_event_sql_function	flush_offset_function	get_stream_offset_function	get_table_info_function	get_table_names_function	new_field_function	query_by_advance_filter_function	query_by_filter_function	query_constraints_function	query_hash_by_advance_filter_function	query_indexes_function	release_external_function	run_raw_command_function	stream_read_function	stream_read_multi_connection_function	timestamp_to_stream_offset_function	transaction_begin_function	transaction_commit_function	transaction_rollback_function	write_record_function
aliyun-db-mongodb	batch_count_function	batch_read_function	count_by_partition_filter_function	create_index_function	create_table_v2_function	drop_table_function	error_handle_function	execute_command_function	get_read_partitions_function	get_table_info_function	get_table_names_function	query_by_advance_filter_function	query_field_min_max_value_function	query_indexes_function	stream_read_function	timestamp_to_stream_offset_function	transaction_begin_function	transaction_commit_function	transaction_rollback_function	write_record_function
aliyun-rds-mariadb	after_initial_sync_function	alter_field_attributes_function	alter_field_name_function	batch_count_function	batch_read_function	clear_table_function	count_by_partition_filter_function	create_constraint_function	create_index_function	create_table_v2_function	drop_constraint_function	drop_field_function	drop_table_function	error_handle_function	execute_command_function	execute_command_v2_function	export_event_sql_function	get_table_info_function	get_table_names_function	new_field_function	query_by_advance_filter_function	query_constraints_function	query_hash_by_advance_filter_function	query_indexes_function	run_raw_command_function	stream_read_function	stream_read_multi_connection_function	timestamp_to_stream_offset_function	transaction_begin_function	transaction_commit_function	transaction_rollback_function	write_record_function
aliyun-rds-mysql	after_initial_sync_function	alter_field_attributes_function	alter_field_name_function	batch_count_function	batch_read_function	clear_table_function	count_by_partition_filter_function	create_constraint_function	create_index_function	create_table_v2_function	drop_constraint_function	drop_field_function	drop_table_function	error_handle_function	execute_command_function	execute_command_v2_function	export_event_sql_function	get_table_info_function	get_table_names_function	new_field_function	query_by_advance_filter_function	query_constraints_function	query_hash_by_advance_filter_function	query_indexes_function	run_raw_command_function	stream_read_function	stream_read_multi_connection_function	timestamp_to_stream_offset_function	transaction_begin_function	transaction_commit_function	transaction_rollback_function	write_record_function
aliyun-rds-postgres	after_initial_sync_function	alter_field_attributes_function	alter_field_name_function	batch_count_function	batch_read_function	clear_table_function	count_by_partition_filter_function	count_raw_command_function	create_constraint_function	create_index_function	create_table_v2_function	delete_index_function	drop_constraint_function	drop_field_function	drop_table_function	error_handle_function	execute_command_function	execute_command_v2_function	export_event_sql_function	flush_offset_function	get_stream_offset_function	get_table_info_function	get_table_names_function	new_field_function	query_by_advance_filter_function	query_by_filter_function	query_constraints_function	query_hash_by_advance_filter_function	query_indexes_function	release_external_function	run_raw_command_function	stream_read_function	stream_read_multi_connection_function	timestamp_to_stream_offset_function	transaction_begin_function	transaction_commit_function	transaction_rollback_function	write_record_function
aws-rds-mysql	after_initial_sync_function	alter_field_attributes_function	alter_field_name_function	batch_count_function	batch_read_function	clear_table_function	count_by_partition_filter_function	create_constraint_function	create_index_function	create_table_v2_function	drop_constraint_function	drop_field_function	drop_table_function	error_handle_function	execute_command_function	execute_command_v2_function	export_event_sql_function	get_table_info_function	get_table_names_function	new_field_function	query_by_advance_filter_function	query_constraints_function	query_hash_by_advance_filter_function	query_indexes_function	run_raw_command_function	stream_read_function	stream_read_multi_connection_function	timestamp_to_stream_offset_function	transaction_begin_function	transaction_commit_function	transaction_rollback_function	write_record_function
azure-cosmosdb	batch_count_function	batch_read_function	error_handle_function	get_table_names_function
bigquery	clear_table_function	command_callback_function	create_table_v2_function	drop_table_function	error_handle_function	release_external_function	write_record_function
